id,name,now_cost,position,team,news_added,expected_goals_conceded_per_90,own_goals,saves_per_90,bonus,transfers_in_event,bps,creativity_rank_type,points_per_game_rank,red_cards,penalties_saved,saves,corners_and_indirect_freekicks_order,goals_scored,creativity_rank,expected_assists_per_90,cost_change_event_fall,minutes,expected_goals_conceded,cost_change_start_fall,selected_rank_type,ep_next,now_cost_rank,event_points,value_form,starts,transfers_out_event,form_rank_type,threat_rank,influence_rank,now_cost_rank_type,form_rank,ict_index_rank_type,chance_of_playing_next_round,transfers_out,threat,ict_index_rank,in_dreamteam,web_name,direct_freekicks_order,clean_sheets,selected_by_percent,assists,expected_goal_involvements,expected_goal_involvements_per_90,creativity,ep_this,points_per_game_rank_type,points_per_game,expected_assists,yellow_cards,transfers_in,value_season,expected_goals,chance_of_playing_this_round,news,cost_change_event,form,total_points,selected_rank,penalties_missed,ict_index,goals_conceded,influence_rank_type,penalties_order,goals_conceded_per_90,cost_change_start,status,threat_rank_type,clean_sheets_per_90,expected_goals_per_90,influence,starts_per_90,dreamteam_count
59,Bertrand Traoré,50,MID,Aston Villa,2023-09-01T15:29:59.576149Z,4.5,0,0.0,0,131,3,289,394,0,0,0,,0,688,0.0,0,9,0.45,0,236,0.0,174,0,0.0,0,75,282,683,691,105,677,290,100.0,2221,0.0,691,False,Bertrand Traoré,,0,0.0,0,0.00,0.0,0.0,0.0,185,1.0,0.00,0,815,0.2,0.00,100.0,,0,0.0,1,605,0,0.0,0,290,,0.0,0,a,287,0.0,0.0,0.0,0.0,0
60,Ollie Watkins,81,FWD,Aston Villa,,1.59,0,0.0,6,167555,203,2,3,0,0,0,,4,25,0.1,0,680,12.05,-1,3,10.5,11,5,1.3,8,20249,1,4,14,3,2,2,,1332641,320.0,5,True,Watkins,,2,30.5,7,4.04,0.54,184.6,10.5,1,7.4,0.75,0,1947550,7.3,3.29,,,0,10.5,59,12,0,74.6,12,2,2.0,1.59,1,a,2,0.26,0.44,241.4,1.06,1
61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,2023-07-31T07:08:09.572672Z,0.0,0,0.0,0,0,0,84,697,0,0,0,,0,695,0.0,0,0,0.00,0,93,0.0,193,0,0.0,0,12,83,690,697,44,683,83,0.0,714,0.0,697,False,Wesley,,0,0.0,0,0.00,0.0,0.0,0.0,84,0.0,0.00,0,0,0.0,0.00,0.0,Permanent transfer to Stoke,0,0.0,0,685,0,0.0,0,83,,0.0,0,u,83,0.0,0.0,0.0,0.0,0
584,Pau Torres,45,DEF,Aston Villa,,1.52,0,0.0,4,22124,140,49,68,0,0,0,,1,191,0.01,0,689,11.66,0,41,5.5,404,10,1.2,7,3592,8,170,103,87,19,36,,124037,44.0,142,False,Pau,,2,2.4,0,0.45,0.06,45.6,5.5,23,3.9,0.10,0,108801,6.9,0.35,,,0,5.5,31,110,0,22.4,10,39,,1.31,0,a,34,0.26,0.05,133.8,0.91,1
599,Moussa Diaby,67,MID,Aston Villa,2023-09-30T23:00:09.545623Z,1.53,0,0.0,2,43074,136,28,26,0,0,0,,2,38,0.14,0,620,10.55,-2,12,4.5,41,2,0.7,8,33510,22,23,60,24,46,18,100.0,704356,205.0,25,False,Diaby,,2,12.6,4,2.65,0.38,156.7,3.4,15,5.2,0.97,0,1270942,6.3,1.68,75.0,,0,4.5,42,30,0,52.9,11,24,,1.6,2,a,13,0.29,0.24,166.6,1.16,1
618,Omari Kellyman,45,MID,Aston Villa,,0.0,0,0.0,0,300,0,263,658,0,0,0,,0,650,0.0,0,0,0.00,0,165,0.0,466,0,0.0,0,249,248,642,654,264,632,266,,3652,0.0,659,False,Kellyman,,0,0.1,0,0.00,0.0,0.0,0.0,265,0.0,0.00,0,4053,0.0,0.00,,,0,0.0,0,483,0,0.0,0,262,,0.0,0,a,262,0.0,0.0,0.0,0.0,0
670,Filip Marschall,40,GKP,Aston Villa,,0.0,0,0.0,0,62,0,49,516,0,0,0,,0,492,0.0,0,0,0.00,0,75,0.0,669,0,0.0,0,49,64,468,508,64,464,65,,635,0.0,513,False,Marschall,,0,0.0,0,0.00,0.0,0.0,0.0,65,0.0,0.00,0,1340,0.0,0.00,,,0,0.0,0,593,0,0.0,0,65,,0.0,0,a,44,0.0,0.0,0.0,0.0,0
672,Nicolò Zaniolo,55,MID,Aston Villa,,1.44,0,0.0,0,312,-1,103,330,0,0,0,,0,164,0.14,0,256,4.10,0,149,1.2,111,1,0.2,3,529,109,76,318,69,241,93,,4352,100.0,194,False,Zaniolo,,1,0.1,0,1.03,0.36,56.2,1.2,156,1.2,0.40,1,9017,1.3,0.63,,,0,1.2,7,450,0,17.8,2,137,,0.7,0,a,45,0.35,0.22,24.6,1.05,0
686,Oliwier Zych,40,GKP,Aston Villa,2023-09-11T14:12:20.141802Z,0.0,0,0.0,0,0,0,57,531,0,0,0,,0,507,0.0,0,0,0.00,0,64,0.0,689,0,0.0,0,206,72,484,524,72,480,73,0.0,4068,0.0,528,False,Zych,,0,0.1,0,0.00,0.0,0.0,0.0,73,0.0,0.00,0,6697,0.0,0.00,0.0,On loan to Puszcza Niepolomice,0,0.0,0,460,0,0.0,0,73,,0.0,0,u,52,0.0,0.0,0.0,0.0,0
699,Clément Lenglet,45,DEF,Aston Villa,,0.0,0,0.0,0,236,0,228,605,0,0,0,,0,593,0.0,0,0,0.00,0,196,0.0,367,0,0.0,0,214,221,581,597,61,571,228,,1459,0.0,601,False,Lenglet,,0,0.0,0,0.00,0.0,0.0,0.0,228,0.0,0.00,0,2946,0.0,0.00,,,0,0.0,0,531,0,0.0,0,229,,0.0,0,a,224,0.0,0.0,0.0,0.0,0
62,Jaidon Anthony,49,MID,Bournemouth,2023-09-03T20:09:06.556250Z,2.65,0,0.0,0,0,4,177,393,0,0,0,,0,359,0.01,0,151,4.44,1,167,0.0,276,0,0.0,2,153,276,270,382,180,669,173,0.0,11418,16.0,375,False,Anthony,,0,0.1,0,0.09,0.05,4.6,0.0,184,1.0,0.02,1,1618,0.6,0.07,0.0,Season-long loan to Leeds United,0,0.0,3,485,0,3.0,5,172,,2.98,-1,u,141,0.0,0.04,9.0,1.19,0
63,Philip Billing,53,MID,Bournemouth,2023-10-10T12:00:08.143954Z,2.38,0,0.0,0,508,72,48,212,0,0,0,,0,66,0.05,0,690,18.24,2,79,1.7,143,2,0.4,8,1745,64,64,136,91,149,44,75.0,55056,111.0,74,False,Billing,1.0,1,0.4,0,1.85,0.24,111.8,2.2,91,2.1,0.42,0,19393,3.2,1.43,,Knock - 75% chance of playing,0,2.2,17,248,0,32.9,17,47,,2.22,-2,d,37,0.13,0.19,108.0,1.04,0
64,David Brooks,49,MID,Bournemouth,,2.0,0,0.0,2,109,44,86,230,0,0,0,1.0,1,133,0.18,0,167,3.71,1,132,0.5,235,1,0.1,1,359,150,124,247,154,325,88,,9177,64.0,180,False,Brooks,,0,0.1,0,1.92,1.04,68.6,0.5,102,2.0,0.33,1,7636,2.9,1.59,,,0,0.5,14,411,0,18.6,2,99,,1.08,-1,a,72,0.0,0.86,52.4,0.54,0
65,Ryan Christie,50,MID,Bournemouth,2023-08-06T23:30:05.398527Z,2.3,0,0.0,0,376,72,36,200,0,0,0,4.0,0,52,0.11,0,569,14.57,0,147,2.8,180,1,0.6,8,612,46,79,187,109,108,49,100.0,4433,95.0,84,False,Christie,,1,0.1,1,1.07,0.17,127.9,2.8,85,2.2,0.70,0,9016,3.6,0.37,100.0,,0,2.8,18,446,0,30.6,14,72,,2.21,0,a,47,0.16,0.06,82.6,1.27,0
66,Lewis Cook,50,MID,Bournemouth,2023-08-12T21:30:06.147236Z,2.53,0,0.0,0,55,76,96,234,0,0,0,3.0,0,145,0.04,0,471,13.26,0,225,2.2,179,2,0.4,5,59,61,253,200,108,146,100,100.0,1837,18.0,222,False,L.Cook,,1,0.0,0,0.29,0.05,61.1,2.2,104,2.0,0.22,0,726,2.4,0.07,100.0,,0,2.2,12,587,0,15.4,13,82,,2.48,0,a,132,0.19,0.01,75.2,0.96,0
67,Siriki Dembélé,45,MID,Bournemouth,2023-07-17T06:20:36.127600Z,0.0,0,0.0,0,0,0,235,618,0,0,0,,0,607,0.0,0,0,0.00,0,301,0.0,402,0,0.0,0,4,217,597,610,228,584,238,0.0,330,0.0,615,False,Siriki,,0,0.0,0,0.00,0.0,0.0,0.0,239,0.0,0.00,0,0,0.0,0.00,0.0,Permanent Transfer to Birmingham,0,0.0,0,711,0,0.0,0,234,,0.0,0,u,234,0.0,0.0,0.0,0.0,0
68,Ryan Fredericks,44,DEF,Bournemouth,2023-08-06T23:30:05.414382Z,0.0,0,0.0,0,16,0,210,550,0,0,0,,0,530,0.0,0,0,0.00,1,219,0.0,481,0,0.0,0,42,198,513,542,102,507,212,0.0,1816,0.0,546,False,Fredericks,,0,0.0,0,0.00,0.0,0.0,0.0,212,0.0,0.00,0,417,0.0,0.00,0.0,Calf injury - Unknown return date,0,0.0,0,641,0,0.0,0,213,,0.0,-1,i,204,0.0,0.0,0.0,0.0,0
69,James Hill,40,DEF,Bournemouth,2023-09-01T14:44:09.529285Z,1.14,0,0.0,0,0,1,142,341,0,0,0,,0,380,0.06,0,15,0.19,0,133,0.0,672,0,0.0,0,333,173,471,511,202,467,151,0.0,17124,0.0,425,False,Hill,,0,0.2,0,0.01,0.06,1.8,0.0,118,1.0,0.01,0,6669,0.2,0.00,0.0,Season-long loan to Blackburn Rovers,0,0.0,1,352,0,0.2,0,195,,0.0,0,u,180,0.0,0.0,0.0,0.0,0
70,Lloyd Kelly,45,DEF,Bournemouth,2023-09-25T14:30:07.504064Z,1.83,0,0.0,2,21,63,63,173,0,0,0,,0,222,0.02,0,276,5.60,0,201,1.1,398,0,0.5,3,145,44,370,254,83,136,103,50.0,2449,2.0,299,False,Kelly,,1,0.0,0,0.07,0.02,33.6,0.6,58,2.5,0.07,1,2166,2.2,0.00,25.0,Calf injury - 50% chance of playing,0,2.2,10,552,0,8.6,5,103,,1.63,0,d,135,0.33,0.0,50.4,0.98,0
71,Gavin Kilkenny,44,MID,Bournemouth,,0.0,0,0.0,0,104,0,221,587,0,0,0,,0,568,0.0,0,0,0.00,1,153,0.0,550,0,0.0,0,168,202,554,579,294,551,224,,5006,0.0,583,False,Kilkenny,,0,0.1,0,0.00,0.0,0.0,0.0,225,0.0,0.00,0,3343,0.0,0.00,,,0,0.0,0,456,0,0.0,0,220,,0.0,-1,a,218,0.0,0.0,0.0,0.0,0
72,Justin Kluivert,47,MID,Bournemouth,,2.2,0,0.0,0,299,16,105,311,0,0,0,5.0,0,173,0.18,0,334,8.16,3,94,1.0,333,0,0.2,4,826,113,141,314,219,249,111,,33287,56.0,249,False,Kluivert,,0,0.2,0,1.02,0.27,53.4,1.0,141,1.3,0.67,0,8699,1.9,0.35,,,0,1.0,9,305,0,13.6,7,134,,1.89,-3,a,84,0.0,0.09,25.6,1.08,0
73,Jamal Lowe,49,MID,Bournemouth,2023-09-02T08:49:08.357551Z,0.0,0,0.0,0,0,0,277,675,0,0,0,,0,672,0.0,0,0,0.00,1,266,0.0,237,0,0.0,0,13,267,665,673,155,657,278,0.0,1134,0.0,675,False,Lowe,,0,0.0,0,0.00,0.0,0.0,0.0,277,0.0,0.00,0,81,0.0,0.00,0.0,Season-long loan to  Swansea City,0,0.0,0,660,0,0.0,0,277,,0.0,-1,u,274,0.0,0.0,0.0,0.0,0
74,Emiliano Marcondes,44,MID,Bournemouth,2023-08-18T11:59:59.501058Z,0.0,0,0.0,0,21,0,205,556,0,0,0,,0,537,0.0,0,0,0.00,1,242,0.0,494,0,0.0,0,58,186,521,548,272,514,208,0.0,2743,0.0,552,False,Marcondes,,0,0.0,0,0.00,0.0,0.0,0.0,209,0.0,0.00,0,544,0.0,0.00,0.0,Foot injury - Unknown return date,0,0.0,0,615,0,0.0,0,204,,0.0,-1,i,201,0.0,0.0,0.0,0.0,0
75,Chris Mepham,43,DEF,Bournemouth,2023-09-26T18:00:07.515397Z,3.33,0,0.0,0,10,6,118,427,0,0,0,,0,333,0.03,0,33,1.22,2,190,0.0,584,0,0.0,0,144,192,502,351,151,494,137,50.0,5115,0.0,384,False,Mepham,,0,0.1,0,0.01,0.03,11.2,0.0,146,0.5,0.01,1,990,0.2,0.00,25.0,Knock - 50% chance of playing,0,0.0,1,494,0,2.6,1,134,,2.73,-2,d,200,0.0,0.0,15.2,0.0,0
76,Kieffer Moore,47,FWD,Bournemouth,,1.35,0,0.0,0,574,8,41,373,0,0,0,,0,289,0.35,0,78,1.17,3,51,0.2,328,1,0.0,0,696,48,166,415,63,360,44,,30912,45.0,320,False,Moore,,0,0.3,0,0.77,0.89,16.7,0.2,48,1.0,0.30,0,7914,0.9,0.47,,,0,0.2,4,299,0,6.2,0,50,,0.0,-3,a,40,0.0,0.54,2.8,0.0,0
77,Norberto Murara Neto,45,GKP,Bournemouth,,2.41,0,4.38,5,3474,157,70,94,0,1,35,,0,585,0.0,0,720,19.26,0,18,3.2,348,1,0.7,8,4050,9,573,4,16,78,2,,64971,0.0,95,False,Neto,,1,1.7,0,0.01,0.0,0.0,3.2,8,3.5,0.01,3,132386,6.2,0.00,,,0,3.2,28,134,0,28.2,18,2,,2.25,0,a,66,0.12,0.0,281.4,1.0,1
78,Dango Ouattara,48,MID,Bournemouth,2023-08-12T21:30:06.219128Z,1.61,0,0.0,0,29,17,124,290,0,0,0,,0,224,0.12,0,176,3.15,2,247,1.5,323,1,0.3,2,54,94,123,313,214,213,120,100.0,4147,65.0,263,False,O.Dango,,1,0.0,0,0.83,0.43,33.4,1.5,132,1.5,0.23,0,493,1.2,0.60,100.0,,0,1.5,6,623,0,12.5,4,133,,2.05,-2,a,71,0.51,0.31,25.8,1.02,0
79,Ben Pearson,45,MID,Bournemouth,2023-07-11T08:58:20.803049Z,0.0,0,0.0,0,0,0,231,604,0,0,0,,0,592,0.0,0,0,0.00,0,309,0.0,361,0,0.0,0,4,213,580,596,223,570,234,0.0,98,0.0,600,False,Pearson,,0,0.0,0,0.00,0.0,0.0,0.0,235,0.0,0.00,0,0,0.0,0.00,0.0,Permanent transfer to Stoke City,0,0.0,0,722,0,0.0,0,230,,0.0,0,u,229,0.0,0.0,0.0,0.0,0
80,Darren Randolph,40,GKP,Bournemouth,,0.0,0,0.0,0,203,0,23,462,0,0,0,,0,437,0.0,0,0,0.00,0,30,0.0,603,0,0.0,0,473,38,411,455,38,408,40,,14940,0.0,459,False,Randolph,,0,0.5,0,0.00,0.0,0.0,0.0,40,0.0,0.00,0,5597,0.0,0.00,,,0,0.0,0,230,0,0.0,0,40,,0.0,0,a,18,0.0,0.0,0.0,0.0,0
81,Joe Rothwell,49,MID,Bournemouth,,2.64,0,0.0,0,9,30,109,301,0,0,0,2.0,0,190,0.03,0,270,7.92,1,238,0.5,241,1,0.1,3,22,152,355,307,158,328,136,,1220,3.0,304,False,Rothwell,,0,0.0,0,0.13,0.04,45.7,0.5,138,1.4,0.10,0,489,1.4,0.03,,,0,0.5,7,607,0,7.7,7,130,,2.33,-1,a,178,0.0,0.01,28.2,1.0,0
82,Antoine Semenyo,45,FWD,Bournemouth,2023-08-06T23:30:05.439700Z,2.73,0,0.0,1,4107,35,37,174,0,0,0,,1,268,0.05,0,254,7.70,0,21,0.5,413,0,0.1,3,10336,40,70,256,72,316,29,100.0,233435,106.0,195,False,Semenyo,,0,2.8,1,0.83,0.3,22.0,0.5,26,2.5,0.13,1,389327,3.3,0.70,100.0,,0,0.5,15,106,0,17.7,8,28,,2.83,0,a,25,0.0,0.25,50.0,1.06,0
83,Marcos Senesi,44,DEF,Bournemouth,,2.9,0,0.0,0,228,70,70,333,0,0,0,,0,237,0.07,0,435,14.01,1,137,0.5,525,1,0.1,5,332,107,365,107,127,309,68,,11251,2.0,213,False,Senesi,,0,0.1,1,0.32,0.07,29.2,0.5,111,1.1,0.32,1,7397,1.8,0.00,,,0,0.5,8,365,0,16.2,13,41,,2.69,-1,a,133,0.0,0.0,129.0,1.03,0
84,Adam Smith,44,DEF,Bournemouth,2023-08-06T23:30:05.454428Z,3.05,0,0.0,0,41,15,85,349,0,0,0,,0,262,0.16,0,92,3.12,1,211,0.5,476,1,0.1,1,38,105,362,346,99,306,122,100.0,1881,2.0,347,False,Smith,,0,0.0,0,0.16,0.16,24.5,0.5,124,1.0,0.16,0,565,0.5,0.00,100.0,,0,0.5,2,604,0,4.3,4,131,,3.91,-1,a,130,0.0,0.0,16.0,0.98,0
85,Dominic Solanke,64,FWD,Bournemouth,2023-09-28T03:30:08.465399Z,2.41,0,0.0,2,9191,82,5,66,0,0,0,,3,70,0.07,0,720,19.26,1,20,2.8,52,1,0.4,8,12380,15,13,69,19,112,6,100.0,217654,265.0,23,False,Solanke,,1,2.8,1,3.58,0.45,108.1,2.8,11,4.0,0.56,1,207033,5.0,3.02,100.0,,0,2.8,32,104,0,53.2,18,8,1.0,2.25,-1,a,5,0.12,0.38,156.2,1.0,0
86,Marcus Tavernier,54,MID,Bournemouth,2023-07-26T15:30:04.076941Z,2.88,0,0.0,0,235,50,81,184,0,0,0,,0,117,0.19,0,301,9.63,1,191,2.0,125,2,0.4,4,277,73,168,228,78,170,90,100.0,3037,45.0,186,False,Tavernier,,1,0.0,1,0.76,0.23,76.7,2.0,76,2.4,0.62,0,3758,2.2,0.14,100.0,,0,2.0,12,528,0,18.3,9,94,,2.69,-1,a,95,0.3,0.04,61.2,1.2,0
87,Hamed Traorè,48,MID,Bournemouth,,1.72,0,0.0,0,9,10,156,383,0,0,0,,0,301,0.02,0,44,0.84,2,239,0.2,317,0,0.0,0,42,166,211,362,209,365,150,,1483,30.0,327,False,Hamed Traorè,,0,0.0,0,0.18,0.37,14.8,0.2,177,1.0,0.01,0,403,0.6,0.17,,,0,0.2,3,610,0,5.7,1,160,,2.05,-2,a,112,0.0,0.35,12.8,0.0,0
88,Mark Travers,40,GKP,Bournemouth,2023-07-28T08:25:34.409705Z,0.0,0,0.0,0,0,0,41,494,0,0,0,,0,471,0.0,0,0,0.00,0,59,0.0,642,0,0.0,0,190,56,445,487,56,442,57,0.0,6957,0.0,492,False,Travers,,0,0.1,0,0.00,0.0,0.0,0.0,57,0.0,0.00,0,0,0.0,0.00,0.0,On loan to Stoke City for the season,0,0.0,0,404,0,0.0,0,57,,0.0,0,u,36,0.0,0.0,0.0,0.0,0
89,Illia Zabarnyi,45,DEF,Bournemouth,,2.41,0,0.0,0,460,117,126,287,0,0,0,,0,348,0.01,0,720,19.26,0,150,1.8,431,1,0.4,8,335,61,269,86,92,183,65,,8279,16.0,206,False,Zabarnyi,,1,0.1,0,0.33,0.05,7.3,1.8,95,1.5,0.05,1,8365,2.7,0.28,,,0,1.8,12,389,0,16.9,18,29,,2.25,0,a,83,0.12,0.04,145.8,1.0,0
595,Milos Kerkez,45,DEF,Bournemouth,,2.37,1,0.0,0,302,66,41,300,0,0,0,,0,169,0.04,0,671,17.67,0,119,1.5,464,1,0.3,8,515,70,252,156,94,210,66,,12899,18.0,207,False,Kerkez,,1,0.2,0,0.41,0.05,55.1,1.5,100,1.4,0.32,1,8910,2.4,0.09,,,0,1.5,11,311,0,16.9,17,62,,2.28,0,a,75,0.13,0.01,96.0,1.07,0
607,Ionuț Radu,44,GKP,Bournemouth,,0.0,0,0.0,0,42,0,65,571,0,0,0,,0,552,0.0,0,0,0.00,1,60,0.0,522,0,0.0,0,113,77,537,563,28,533,78,,4141,0.0,567,False,Radu,,0,0.1,0,0.00,0.0,0.0,0.0,78,0.0,0.00,0,917,0.0,0.00,,,0,0.0,0,413,0,0.0,0,78,,0.0,-1,a,61,0.0,0.0,0.0,0.0,0
619,Ben Greenwood,40,DEF,Bournemouth,,0.0,0,0.0,0,354,0,193,521,0,0,0,,0,497,0.0,0,0,0.00,0,132,0.0,676,0,0.0,0,333,175,474,514,205,470,196,,7978,0.0,518,False,Greenwood,,0,0.2,0,0.00,0.0,0.0,0.0,195,0.0,0.00,0,7349,0.0,0.00,,,0,0.0,0,347,0,0.0,0,197,,0.0,0,a,182,0.0,0.0,0.0,0.0,0
643,Max Aarons,45,DEF,Bournemouth,,2.41,0,0.0,0,726,95,30,285,0,0,0,,0,130,0.05,0,618,16.53,0,116,2.0,395,1,0.4,7,787,55,279,158,81,163,61,,12905,14.0,193,False,Aarons,,1,0.2,0,0.38,0.05,70.2,2.0,94,1.5,0.36,1,21337,2.7,0.02,,,0,2.0,12,303,0,17.8,15,63,,2.18,0,a,87,0.15,0.0,94.0,1.02,0
644,Alex Scott,49,MID,Bournemouth,2023-08-11T16:00:09.116839Z,0.0,0,0.0,0,20,0,284,684,0,0,0,,0,681,0.0,0,0,0.00,1,279,0.0,281,0,0.0,0,22,277,676,683,183,670,285,0.0,1178,0.0,684,False,Scott,,0,0.0,0,0.00,0.0,0.0,0.0,284,0.0,0.00,0,500,0.0,0.00,0.0,Knee injury - Unknown return date,0,0.0,0,681,0,0.0,0,284,,0.0,-1,i,282,0.0,0.0,0.0,0.0,0
673,Tyler Adams,50,MID,Bournemouth,2023-10-05T08:30:09.546767Z,0.0,0,0.0,0,13,0,294,696,0,0,0,,0,694,0.0,0,0,0.00,0,298,0.0,190,0,0.0,0,49,287,689,696,118,682,295,0.0,360,0.0,696,False,Adams,,0,0.0,0,0.00,0.0,0.0,0.0,294,0.0,0.00,0,472,0.0,0.00,0.0,Hamstring injury - Unknown return date,0,0.0,0,707,0,0.0,0,295,,0.0,0,i,292,0.0,0.0,0.0,0.0,0
705,Luis Sinisterra,55,MID,Bournemouth,,3.27,0,0.0,0,61,12,122,403,0,0,0,,0,219,0.34,0,81,2.94,0,253,0.8,110,1,0.1,0,82,135,280,338,68,292,141,,580,14.0,315,False,Sinisterra,,0,0.0,0,0.31,0.34,34.7,0.8,192,1.0,0.31,0,1027,0.5,0.00,,,0,0.8,3,632,0,6.8,2,148,,2.22,0,a,145,0.0,0.0,19.6,0.0,0
90,Kristoffer Ajer,45,DEF,Brentford,2023-09-18T13:00:07.747658Z,1.12,0,0.0,0,1468,60,78,283,0,0,0,,0,249,0.47,0,300,3.75,0,109,1.3,374,1,0.2,3,546,92,101,223,64,275,67,100.0,18767,77.0,211,False,Ajer,,0,0.3,1,2.05,0.61,26.6,0.3,92,1.5,1.57,0,14364,2.0,0.48,100.0,,0,0.8,9,287,0,16.8,7,89,,2.1,0,a,11,0.0,0.14,64.8,0.9,0
91,Ellery Balcombe,40,GKP,Brentford,,0.0,0,0.0,0,107,0,42,498,0,0,0,,0,475,0.0,0,0,0.00,0,47,0.5,647,0,0.0,0,307,57,449,491,57,446,58,,8649,0.0,496,False,Balcombe,,0,0.2,0,0.00,0.0,0.0,-0.5,58,0.0,0.00,0,3287,0.0,0.00,,,0,0.0,0,317,0,0.0,0,58,,0.0,0,a,37,0.0,0.0,0.0,0.0,0
92,Shandon Baptiste,43,MID,Brentford,2023-08-25T15:00:07.144362Z,1.2,0,0.0,0,901,3,199,345,0,0,0,,0,523,0.05,0,18,0.24,2,56,0.0,587,0,0.0,0,3032,179,503,417,309,496,198,0.0,219142,0.0,426,False,Baptiste,,0,0.9,0,0.01,0.05,0.0,0.0,158,1.0,0.01,0,13262,0.2,0.00,0.0,Shoulder injury - Unknown return date,0,0.0,1,173,0,0.2,0,193,,0.0,-2,i,194,0.0,0.0,2.2,0.0,0
93,Mads Bech Sørensen,40,DEF,Brentford,2023-09-01T21:46:46.639465Z,0.0,0,0.0,0,0,0,177,493,0,0,0,,0,470,0.0,0,0,0.00,0,153,0.0,641,0,0.0,0,244,157,444,486,181,441,180,0.0,12412,0.0,491,False,Bech,,0,0.1,0,0.00,0.0,0.0,0.0,178,0.0,0.00,0,2309,0.0,0.00,0.0,Transferred to Midtjylland,0,0.0,0,397,0,0.0,0,180,,0.0,0,u,163,0.0,0.0,0.0,0.0,0
94,Mads Bidstrup,45,MID,Brentford,2023-07-19T08:50:35.624414Z,0.0,0,0.0,0,0,0,248,636,0,0,0,,0,627,0.0,0,0,0.00,0,306,0.0,433,0,0.0,0,2,231,618,630,243,605,251,0.0,119,0.0,635,False,Bidstrup,,0,0.0,0,0.00,0.0,0.0,0.0,251,0.0,0.00,0,0,0.0,0.00,0.0,Transfer to Red Bull Salzburg on a permanent basis,0,0.0,0,718,0,0.0,0,247,,0.0,0,u,247,0.0,0.0,0.0,0.0,0
95,Sergi Canós Tenés,50,MID,Brentford,2023-08-21T08:27:40.363072Z,0.0,0,0.0,0,0,0,293,695,0,0,0,,0,693,0.0,0,0,0.00,0,252,0.0,186,0,0.0,0,27,286,688,695,115,681,294,0.0,3570,0.0,695,False,Canós,,0,0.0,0,0.00,0.0,0.0,0.0,293,0.0,0.00,0,292,0.0,0.00,0.0,Permanent transfer to Valencia,0,0.0,0,631,0,0.0,0,294,,0.0,0,u,291,0.0,0.0,0.0,0.0,0
96,Nathan Collins,45,DEF,Brentford,,1.08,0,0.0,0,2143,122,66,208,0,0,0,,0,227,0.07,0,639,7.69,0,91,1.5,409,0,0.2,7,1288,82,184,98,88,247,44,,27218,39.0,156,False,Collins,,1,0.5,1,0.80,0.11,32.1,0.5,72,2.1,0.50,2,40647,3.8,0.30,,,0,1.0,17,236,0,21.0,10,35,,1.41,0,a,43,0.14,0.04,137.2,0.99,0
97,Matthew Cox,40,GKP,Brentford,2023-07-26T11:24:14.392215Z,0.0,0,0.0,0,0,0,56,527,0,0,0,,0,503,0.0,0,0,0.00,0,83,0.0,685,0,0.0,0,11,71,480,520,71,476,72,0.0,412,0.0,524,False,Cox,,0,0.0,0,0.00,0.0,0.0,0.0,72,0.0,0.00,0,0,0.0,0.00,0.0,On loan to Bristol Rovers for the season,0,0.0,0,680,0,0.0,0,72,,0.0,0,u,51,0.0,0.0,0.0,0.0,0
98,Mikkel Damsgaard,49,MID,Brentford,2023-08-26T21:00:07.451858Z,1.14,0,0.0,0,9,4,182,392,0,0,0,3.0,0,366,0.02,0,52,0.66,1,180,0.0,274,0,0.0,0,137,275,266,373,179,668,172,0.0,9180,17.0,372,False,Damsgaard,,0,0.0,0,0.08,0.14,3.3,0.0,183,1.0,0.01,0,1310,0.4,0.07,0.0,Knee injury - Unknown return date,0,0.0,2,515,0,3.1,0,166,,0.0,-1,i,140,0.0,0.12,10.4,0.0,0
99,Josh Dasilva,48,MID,Brentford,2023-08-19T18:00:06.573457Z,0.7,0,0.0,0,9,3,270,381,0,0,0,,0,661,0.0,0,9,0.07,2,200,0.0,307,0,0.0,0,104,258,380,664,203,645,202,0.0,9739,2.0,432,False,Dasilva,,0,0.0,0,0.00,0.0,0.0,0.0,175,1.0,0.00,0,771,0.2,0.00,0.0,Hamstring injury - Unknown return date,0,0.0,1,546,0,0.1,0,270,4.0,0.0,-2,i,190,0.0,0.0,0.0,0.0,0
100,Halil Dervişoğlu,45,FWD,Brentford,2023-07-19T08:49:49.674290Z,0.0,0,0.0,0,0,0,67,622,0,0,0,,0,611,0.0,0,0,0.00,0,92,0.0,411,0,0.0,0,8,64,602,614,71,588,65,0.0,697,0.0,619,False,Dervişoğlu,,0,0.0,0,0.00,0.0,0.0,0.0,68,0.0,0.00,0,0,0.0,0.00,0.0,Transfer to Galatasaray on a permanent basis,0,0.0,0,677,0,0.0,0,64,,0.0,0,u,65,0.0,0.0,0.0,0.0,0
101,Mark Flekken,45,GKP,Brentford,2023-10-12T09:30:09.186238Z,1.18,0,2.43,1,3117,121,74,159,0,0,17,,0,589,0.0,0,630,8.28,0,14,1.3,358,0,0.3,7,10957,19,577,80,20,229,16,75.0,175814,0.0,224,False,Flekken,,1,3.1,0,0.00,0.0,0.0,0.7,17,2.7,0.00,1,293222,4.2,0.00,,Illness - 75% chance of playing,0,1.2,19,101,0,15.3,10,16,,1.43,0,d,70,0.14,0.0,152.8,1.0,0
